gauntlet: agent@engine vs agent@checkpoints/repfix2 | SPRT elo0=0.0 elo1=8.0 alpha=0.025 beta=0.025 max_games=3000 | 10000ms+100ms | 3 workers
   1 games  +0 =1 -0   -0 Elo +/- 0   3fold=1 (100%)   125s      mean=0.500 LLR=+0.00 [CONTINUE]
1464 games  +455 =632 -377   +19 Elo +/- 13   3fold=480 (33%)   15638s      mean=0.527 LLR=+2.49 [CONTINUE]
1465 games  +456 =632 -377   +19 Elo +/- 13   3fold=480 (33%)   15644s      mean=0.527 LLR=+2.53 [CONTINUE]
1466 games  +456 =633 -377   +19 Elo +/- 13   3fold=481 (33%)   15657s      mean=0.527 LLR=+2.53 [CONTINUE]
1467 games  +456 =633 -378   +18 Elo +/- 13   3fold=481 (33%)   15670s      mean=0.527 LLR=+2.49 [CONTINUE]
1468 games  +456 =634 -378   +18 Elo +/- 13   3fold=481 (33%)   15676s      mean=0.527 LLR=+2.49 [CONTINUE]
1469 games  +456 =635 -378   +18 Elo +/- 13   3fold=481 (33%)   15702s      mean=0.527 LLR=+2.49 [CONTINUE]
1470 games  +456 =636 -378   +18 Elo +/- 13   3fold=482 (33%)   15704s      mean=0.527 LLR=+2.49 [CONTINUE]
1471 games  +456 =637 -378   +18 Elo +/- 13   3fold=483 (33%)   15706s      mean=0.527 LLR=+2.49 [CONTINUE]
1472 games  +456 =638 -378   +18 Elo +/- 13   3fold=484 (33%)   15730s      mean=0.526 LLR=+2.49 [CONTINUE]
1473 games  +456 =639 -378   +18 Elo +/- 13   3fold=484 (33%)   15736s      mean=0.526 LLR=+2.49 [CONTINUE]
1474 games  +456 =640 -378   +18 Elo +/- 13   3fold=485 (33%)   15736s      mean=0.526 LLR=+2.50 [CONTINUE]
1475 games  +457 =640 -378   +19 Elo +/- 13   3fold=485 (33%)   15768s      mean=0.527 LLR=+2.54 [CONTINUE]
1476 games  +458 =640 -378   +19 Elo +/- 13   3fold=485 (33%)   15769s      mean=0.527 LLR=+2.57 [CONTINUE]
1477 games  +458 =640 -379   +19 Elo +/- 13   3fold=485 (33%)   15770s      mean=0.527 LLR=+2.53 [CONTINUE]
1478 games  +458 =641 -379   +19 Elo +/- 13   3fold=485 (33%)   15800s      mean=0.527 LLR=+2.53 [CONTINUE]
1479 games  +459 =641 -379   +19 Elo +/- 13   3fold=485 (33%)   15801s      mean=0.527 LLR=+2.57 [CONTINUE]
1480 games  +459 =642 -379   +19 Elo +/- 13   3fold=485 (33%)   15804s      mean=0.527 LLR=+2.57 [CONTINUE]
1481 games  +459 =642 -380   +19 Elo +/- 13   3fold=485 (33%)   15832s      mean=0.527 LLR=+2.53 [CONTINUE]
1482 games  +459 =643 -380   +19 Elo +/- 13   3fold=486 (33%)   15837s      mean=0.527 LLR=+2.53 [CONTINUE]
1483 games  +459 =644 -380   +19 Elo +/- 13   3fold=486 (33%)   15843s      mean=0.527 LLR=+2.53 [CONTINUE]
1484 games  +459 =644 -381   +18 Elo +/- 13   3fold=486 (33%)   15868s      mean=0.526 LLR=+2.49 [CONTINUE]
1485 games  +459 =644 -382   +18 Elo +/- 13   3fold=486 (33%)   15869s      mean=0.526 LLR=+2.45 [CONTINUE]
1486 games  +459 =644 -383   +18 Elo +/- 13   3fold=486 (33%)   15873s      mean=0.526 LLR=+2.40 [CONTINUE]
1487 games  +459 =644 -384   +18 Elo +/- 13   3fold=486 (33%)   15900s      mean=0.525 LLR=+2.36 [CONTINUE]
1488 games  +459 =645 -384   +18 Elo +/- 13   3fold=486 (33%)   15901s      mean=0.525 LLR=+2.36 [CONTINUE]
1489 games  +459 =646 -384   +18 Elo +/- 13   3fold=486 (33%)   15913s      mean=0.525 LLR=+2.36 [CONTINUE]
1490 games  +459 =646 -385   +17 Elo +/- 13   3fold=486 (33%)   15937s      mean=0.525 LLR=+2.32 [CONTINUE]
1491 games  +460 =646 -385   +17 Elo +/- 13   3fold=486 (33%)   15938s      mean=0.525 LLR=+2.36 [CONTINUE]
1492 games  +460 =647 -385   +17 Elo +/- 13   3fold=487 (33%)   15939s      mean=0.525 LLR=+2.36 [CONTINUE]
1493 games  +460 =647 -386   +17 Elo +/- 13   3fold=487 (33%)   15965s      mean=0.525 LLR=+2.32 [CONTINUE]
1494 games  +460 =648 -386   +17 Elo +/- 13   3fold=488 (33%)   15966s      mean=0.525 LLR=+2.32 [CONTINUE]
1495 games  +461 =648 -386   +17 Elo +/- 13   3fold=488 (33%)   15970s      mean=0.525 LLR=+2.36 [CONTINUE]
1496 games  +461 =649 -386   +17 Elo +/- 13   3fold=489 (33%)   15992s      mean=0.525 LLR=+2.36 [CONTINUE]
1497 games  +461 =650 -386   +17 Elo +/- 13   3fold=490 (33%)   15993s      mean=0.525 LLR=+2.36 [CONTINUE]
1498 games  +462 =650 -386   +18 Elo +/- 13   3fold=490 (33%)   15999s      mean=0.525 LLR=+2.40 [CONTINUE]
1499 games  +462 =650 -387   +17 Elo +/- 13   3fold=490 (33%)   16024s      mean=0.525 LLR=+2.36 [CONTINUE]
1500 games  +462 =650 -388   +17 Elo +/- 13   3fold=490 (33%)   16030s      mean=0.525 LLR=+2.31 [CONTINUE]
1501 games  +462 =651 -388   +17 Elo +/- 13   3fold=491 (33%)   16031s      mean=0.525 LLR=+2.32 [CONTINUE]
1502 games  +462 =652 -388   +17 Elo +/- 13   3fold=492 (33%)   16063s      mean=0.525 LLR=+2.32 [CONTINUE]
1503 games  +463 =652 -388   +17 Elo +/- 13   3fold=492 (33%)   16065s      mean=0.525 LLR=+2.36 [CONTINUE]
1504 games  +463 =653 -388   +17 Elo +/- 13   3fold=492 (33%)   16067s      mean=0.525 LLR=+2.36 [CONTINUE]
1505 games  +464 =653 -388   +18 Elo +/- 13   3fold=492 (33%)   16095s      mean=0.525 LLR=+2.40 [CONTINUE]
1506 games  +464 =654 -388   +18 Elo +/- 13   3fold=493 (33%)   16097s      mean=0.525 LLR=+2.40 [CONTINUE]
1507 games  +464 =655 -388   +18 Elo +/- 13   3fold=494 (33%)   16097s      mean=0.525 LLR=+2.40 [CONTINUE]
1508 games  +465 =655 -388   +18 Elo +/- 13   3fold=494 (33%)   16126s      mean=0.526 LLR=+2.44 [CONTINUE]
1509 games  +465 =655 -389   +18 Elo +/- 13   3fold=494 (33%)   16127s      mean=0.525 LLR=+2.40 [CONTINUE]
1510 games  +465 =656 -389   +18 Elo +/- 13   3fold=495 (33%)   16128s      mean=0.525 LLR=+2.40 [CONTINUE]
1511 games  +465 =657 -389   +17 Elo +/- 13   3fold=495 (33%)   16157s      mean=0.525 LLR=+2.40 [CONTINUE]
1512 games  +466 =657 -389   +18 Elo +/- 13   3fold=495 (33%)   16157s      mean=0.525 LLR=+2.44 [CONTINUE]
1513 games  +466 =658 -389   +18 Elo +/- 13   3fold=496 (33%)   16158s      mean=0.525 LLR=+2.44 [CONTINUE]
1514 games  +467 =658 -389   +18 Elo +/- 13   3fold=496 (33%)   16186s      mean=0.526 LLR=+2.48 [CONTINUE]
1515 games  +467 =658 -390   +18 Elo +/- 13   3fold=496 (33%)   16188s      mean=0.525 LLR=+2.44 [CONTINUE]
1516 games  +468 =658 -390   +18 Elo +/- 13   3fold=496 (33%)   16188s      mean=0.526 LLR=+2.47 [CONTINUE]
1517 games  +468 =658 -391   +18 Elo +/- 13   3fold=496 (33%)   16218s      mean=0.525 LLR=+2.43 [CONTINUE]
1518 games  +468 =659 -391   +18 Elo +/- 13   3fold=497 (33%)   16220s      mean=0.525 LLR=+2.43 [CONTINUE]
1519 games  +468 =660 -391   +18 Elo +/- 13   3fold=498 (33%)   16221s      mean=0.525 LLR=+2.43 [CONTINUE]
1520 games  +468 =661 -391   +18 Elo +/- 13   3fold=498 (33%)   16248s      mean=0.525 LLR=+2.44 [CONTINUE]
1521 games  +469 =661 -391   +18 Elo +/- 13   3fold=498 (33%)   16252s      mean=0.526 LLR=+2.47 [CONTINUE]
1522 games  +469 =662 -391   +18 Elo +/- 13   3fold=499 (33%)   16256s      mean=0.526 LLR=+2.48 [CONTINUE]
1523 games  +469 =663 -391   +18 Elo +/- 13   3fold=500 (33%)   16278s      mean=0.526 LLR=+2.48 [CONTINUE]
1524 games  +470 =663 -391   +18 Elo +/- 13   3fold=500 (33%)   16280s      mean=0.526 LLR=+2.52 [CONTINUE]
1525 games  +470 =664 -391   +18 Elo +/- 13   3fold=500 (33%)   16288s      mean=0.526 LLR=+2.52 [CONTINUE]
1526 games  +471 =664 -391   +18 Elo +/- 13   3fold=500 (33%)   16306s      mean=0.526 LLR=+2.56 [CONTINUE]
1527 games  +472 =664 -391   +18 Elo +/- 13   3fold=500 (33%)   16313s      mean=0.527 LLR=+2.60 [CONTINUE]
1528 games  +473 =664 -391   +19 Elo +/- 13   3fold=500 (33%)   16317s      mean=0.527 LLR=+2.64 [CONTINUE]
1529 games  +473 =665 -391   +19 Elo +/- 13   3fold=500 (33%)   16336s      mean=0.527 LLR=+2.64 [CONTINUE]
1530 games  +474 =665 -391   +19 Elo +/- 13   3fold=500 (33%)   16339s      mean=0.527 LLR=+2.68 [CONTINUE]
1531 games  +474 =665 -392   +19 Elo +/- 13   3fold=500 (33%)   16350s      mean=0.527 LLR=+2.63 [CONTINUE]
1532 games  +475 =665 -392   +19 Elo +/- 13   3fold=500 (33%)   16367s      mean=0.527 LLR=+2.67 [CONTINUE]
1533 games  +475 =666 -392   +19 Elo +/- 13   3fold=501 (33%)   16368s      mean=0.527 LLR=+2.67 [CONTINUE]
1534 games  +475 =667 -392   +19 Elo +/- 13   3fold=502 (33%)   16380s      mean=0.527 LLR=+2.68 [CONTINUE]
1535 games  +475 =667 -393   +19 Elo +/- 13   3fold=502 (33%)   16395s      mean=0.527 LLR=+2.63 [CONTINUE]
1536 games  +476 =667 -393   +19 Elo +/- 13   3fold=502 (33%)   16400s      mean=0.527 LLR=+2.67 [CONTINUE]
1537 games  +476 =668 -393   +19 Elo +/- 13   3fold=503 (33%)   16405s      mean=0.527 LLR=+2.67 [CONTINUE]
1538 games  +477 =668 -393   +19 Elo +/- 13   3fold=503 (33%)   16427s      mean=0.527 LLR=+2.71 [CONTINUE]
1539 games  +477 =668 -394   +19 Elo +/- 13   3fold=503 (33%)   16429s      mean=0.527 LLR=+2.67 [CONTINUE]
1540 games  +477 =669 -394   +19 Elo +/- 13   3fold=503 (33%)   16440s      mean=0.527 LLR=+2.67 [CONTINUE]
1541 games  +478 =669 -394   +19 Elo +/- 13   3fold=503 (33%)   16459s      mean=0.527 LLR=+2.71 [CONTINUE]
1542 games  +478 =669 -395   +19 Elo +/- 13   3fold=503 (33%)   16460s      mean=0.527 LLR=+2.67 [CONTINUE]
1543 games  +478 =670 -395   +19 Elo +/- 13   3fold=504 (33%)   16468s      mean=0.527 LLR=+2.67 [CONTINUE]
1544 games  +479 =670 -395   +19 Elo +/- 13   3fold=504 (33%)   16489s      mean=0.527 LLR=+2.71 [CONTINUE]
1545 games  +479 =671 -395   +19 Elo +/- 13   3fold=505 (33%)   16496s      mean=0.527 LLR=+2.71 [CONTINUE]
1546 games  +479 =671 -396   +19 Elo +/- 13   3fold=505 (33%)   16497s      mean=0.527 LLR=+2.67 [CONTINUE]
1547 games  +479 =672 -396   +19 Elo +/- 13   3fold=506 (33%)   16516s      mean=0.527 LLR=+2.67 [CONTINUE]
1548 games  +479 =672 -397   +18 Elo +/- 13   3fold=506 (33%)   16528s      mean=0.526 LLR=+2.62 [CONTINUE]
1549 games  +479 =673 -397   +18 Elo +/- 13   3fold=507 (33%)   16529s      mean=0.526 LLR=+2.63 [CONTINUE]
1550 games  +479 =674 -397   +18 Elo +/- 13   3fold=508 (33%)   16545s      mean=0.526 LLR=+2.63 [CONTINUE]
1551 games  +479 =675 -397   +18 Elo +/- 13   3fold=509 (33%)   16557s      mean=0.526 LLR=+2.63 [CONTINUE]
1552 games  +479 =675 -398   +18 Elo +/- 13   3fold=509 (33%)   16562s      mean=0.526 LLR=+2.58 [CONTINUE]
1553 games  +479 =676 -398   +18 Elo +/- 13   3fold=510 (33%)   16570s      mean=0.526 LLR=+2.59 [CONTINUE]
1554 games  +479 =676 -399   +18 Elo +/- 13   3fold=510 (33%)   16590s      mean=0.526 LLR=+2.54 [CONTINUE]
1555 games  +479 =677 -399   +18 Elo +/- 13   3fold=511 (33%)   16594s      mean=0.526 LLR=+2.54 [CONTINUE]
1556 games  +479 =678 -399   +18 Elo +/- 13   3fold=512 (33%)   16600s      mean=0.526 LLR=+2.55 [CONTINUE]
1557 games  +480 =678 -399   +18 Elo +/- 13   3fold=512 (33%)   16620s      mean=0.526 LLR=+2.58 [CONTINUE]
1558 games  +481 =678 -399   +18 Elo +/- 13   3fold=512 (33%)   16621s      mean=0.526 LLR=+2.62 [CONTINUE]
1559 games  +481 =678 -400   +18 Elo +/- 13   3fold=512 (33%)   16631s      mean=0.526 LLR=+2.58 [CONTINUE]
1560 games  +481 =679 -400   +18 Elo +/- 13   3fold=513 (33%)   16652s      mean=0.526 LLR=+2.58 [CONTINUE]
1561 games  +481 =679 -401   +18 Elo +/- 13   3fold=513 (33%)   16652s      mean=0.526 LLR=+2.54 [CONTINUE]
1562 games  +481 =680 -401   +18 Elo +/- 13   3fold=514 (33%)   16663s      mean=0.526 LLR=+2.54 [CONTINUE]
1563 games  +481 =681 -401   +18 Elo +/- 13   3fold=515 (33%)   16682s      mean=0.526 LLR=+2.54 [CONTINUE]
1564 games  +481 =682 -401   +18 Elo +/- 13   3fold=516 (33%)   16683s      mean=0.526 LLR=+2.54 [CONTINUE]
1565 games  +481 =682 -402   +18 Elo +/- 13   3fold=516 (33%)   16687s      mean=0.525 LLR=+2.50 [CONTINUE]
1566 games  +482 =682 -402   +18 Elo +/- 13   3fold=516 (33%)   16715s      mean=0.526 LLR=+2.54 [CONTINUE]
1567 games  +482 =682 -403   +18 Elo +/- 13   3fold=516 (33%)   16715s      mean=0.525 LLR=+2.50 [CONTINUE]
1568 games  +482 =682 -404   +17 Elo +/- 13   3fold=516 (33%)   16722s      mean=0.525 LLR=+2.45 [CONTINUE]
1569 games  +483 =682 -404   +18 Elo +/- 13   3fold=516 (33%)   16739s      mean=0.525 LLR=+2.49 [CONTINUE]
1570 games  +484 =682 -404   +18 Elo +/- 13   3fold=516 (33%)   16750s      mean=0.525 LLR=+2.53 [CONTINUE]
1571 games  +485 =682 -404   +18 Elo +/- 13   3fold=516 (33%)   16757s      mean=0.526 LLR=+2.57 [CONTINUE]
1572 games  +485 =682 -405   +18 Elo +/- 13   3fold=516 (33%)   16774s      mean=0.525 LLR=+2.53 [CONTINUE]
1573 games  +485 =683 -405   +18 Elo +/- 13   3fold=517 (33%)   16782s      mean=0.525 LLR=+2.53 [CONTINUE]
1574 games  +486 =683 -405   +18 Elo +/- 13   3fold=517 (33%)   16786s      mean=0.526 LLR=+2.57 [CONTINUE]
1575 games  +486 =684 -405   +18 Elo +/- 13   3fold=518 (33%)   16800s      mean=0.526 LLR=+2.57 [CONTINUE]
1576 games  +486 =685 -405   +18 Elo +/- 13   3fold=519 (33%)   16811s      mean=0.526 LLR=+2.57 [CONTINUE]
1577 games  +486 =685 -406   +18 Elo +/- 13   3fold=519 (33%)   16811s      mean=0.525 LLR=+2.53 [CONTINUE]
1578 games  +486 =686 -406   +18 Elo +/- 13   3fold=519 (33%)   16833s      mean=0.525 LLR=+2.53 [CONTINUE]
1579 games  +487 =686 -406   +18 Elo +/- 13   3fold=519 (33%)   16844s      mean=0.526 LLR=+2.57 [CONTINUE]
1580 games  +487 =687 -406   +18 Elo +/- 13   3fold=519 (33%)   16847s      mean=0.526 LLR=+2.57 [CONTINUE]
1581 games  +487 =687 -407   +18 Elo +/- 13   3fold=519 (33%)   16863s      mean=0.525 LLR=+2.53 [CONTINUE]
1582 games  +488 =687 -407   +18 Elo +/- 13   3fold=519 (33%)   16874s      mean=0.526 LLR=+2.57 [CONTINUE]
1583 games  +488 =687 -408   +18 Elo +/- 13   3fold=519 (33%)   16881s      mean=0.525 LLR=+2.52 [CONTINUE]
